class,cbo,wmc,rfc,lcom,loc
org.springframework.web.reactive.resource.TransformedResource,4,4,2,0,20
org.springframework.messaging.simp.SimpMessageTypeMessageCondition,6,14,7,1,40
org.springframework.cache.annotation.AnnotationCacheOperationSourceTests,17,32,27,465,277
org.springframework.web.socket.server.DefaultHandshakeHandlerTests,13,5,22,0,61
org.springframework.jdbc.support.incrementer.Db2LuwMaxValueIncrementer,2,3,1,3,10
org.springframework.beans.factory.xml.support.DefaultNamespaceHandlerResolverTests,4,6,9,15,27
org.springframework.beans.factory.config.PropertyPlaceholderConfigurer,8,15,11,13,76
org.springframework.test.context.transaction.ejb.AbstractEjbTxDaoTests,11,4,6,0,22
org.springframework.core.NativeDetector,0,2,1,0,6
org.springframework.web.servlet.i18n.LocaleResolverTests,16,14,18,10,82
org.springframework.beans.testfixture.beans.factory.generator.factory.SampleFactory,0,5,2,10,17
org.springframework.jdbc.core.support.SqlLobValue,6,22,11,0,73
org.springframework.transaction.interceptor.TransactionAttributeEditor,5,10,16,0,41
org.springframework.core.convert.support.GenericConversionService,22,50,36,174,378
org.springframework.web.util.HtmlCharacterEntityReferences,2,25,16,13,81
org.springframework.cache.interceptor.SimpleKeyGeneratorTests,4,9,8,36,80
org.springframework.format.support.DefaultFormattingConversionService,11,8,9,6,32
org.springframework.test.context.event.BeforeTestMethodEvent,2,1,0,0,5
org.springframework.web.method.annotation.SessionStatusMethodArgumentResolver,7,4,3,1,9
org.springframework.beans.factory.xml.ResourceEntityResolver,7,15,20,0,58
org.springframework.web.reactive.socket.adapter.ReactorNettyWebSocketSession,15,10,24,24,66
org.springframework.web.socket.config.HandlersBeanDefinitionParser,17,5,24,0,96
org.springframework.context.LifecycleContextBean,4,6,2,0,21
org.springframework.aop.aspectj.AbstractAspectJAdvice,25,93,65,512,378
org.springframework.core.ResolvableType,21,223,83,1371,814
org.springframework.core.testfixture.codec.AbstractEncoderTests,15,13,27,48,62
org.springframework.test.context.support.ContextLoaderUtils,8,25,39,0,105
org.springframework.core.convert.support.ArrayToCollectionConverter,7,9,10,0,34
org.springframework.web.testfixture.servlet.MockPageContext,22,57,17,441,183
org.springframework.context.annotation.ClassPathScanningCandidateComponentProviderTests,38,46,42,578,365
org.springframework.web.reactive.result.view.script.ScriptTemplateViewTests,9,17,38,0,147
org.springframework.test.context.junit.jupiter.nested.ActiveProfilesNestedTests,6,1,2,0,74
org.springframework.format.number.NumberFormattingTests,9,12,14,0,164
org.springframework.aot.generator.ProtectedAccessTests,12,26,37,0,143
org.springframework.aot.hint.MemberHint,0,2,0,0,9
org.springframework.aot.generator.ProtectedAccessException,1,2,0,0,10
org.springframework.beans.factory.BeanNotOfRequiredTypeException,1,4,1,0,20
org.springframework.test.context.jdbc.PopulatedSchemaTransactionalSqlScriptsTests,9,2,1,1,8
org.springframework.test.context.junit.jupiter.transaction.TimedTransactionalSpringExtensionTests,3,1,17,0,30
org.springframework.core.codec.ResourceEncoder,11,7,9,4,23
org.springframework.cache.interceptor.CacheEvaluationContext,4,4,3,1,15
org.springframework.web.bind.support.WebRequestDataBinderTests,15,25,38,190,263
org.springframework.web.servlet.i18n.SessionLocaleResolver,9,11,8,13,60
org.springframework.web.util.TagUtils,2,10,9,3,43
org.springframework.beans.factory.generator.config.InjectedConstructionResolverTests,26,31,39,406,284
org.springframework.web.reactive.resource.GzipSupport,8,6,9,6,38
org.springframework.jdbc.core.namedparam.EmptySqlParameterSource,3,5,0,10,18
org.springframework.asm.FieldWriter,8,30,15,0,106
org.springframework.web.servlet.config.ResourcesBeanDefinitionParser,30,46,59,28,258
org.springframework.web.servlet.config.annotation.DelegatingWebMvcConfigurationTests,32,9,53,0,169
org.springframework.messaging.simp.user.DefaultUserDestinationResolver,14,35,40,53,160
org.springframework.jms.config.JmsListenerContainerFactoryTests,30,10,75,25,130
org.springframework.web.server.ResponseStatusException,5,10,6,8,30
org.springframework.aop.aspectj.TigerAspectJAdviceParameterNameDiscovererTests,4,12,4,66,36
org.springframework.web.testfixture.xml.Pojo,2,11,2,0,37
org.springframework.aop.support.RegexpMethodPointcutAdvisorIntegrationTests,11,3,14,0,54
org.springframework.web.reactive.function.server.NestedRouteIntegrationTests,7,7,16,0,67
org.springframework.transaction.support.SimpleTransactionScopeTests,11,2,31,1,107
org.springframework.messaging.simp.broker.BrokerMessageHandlerTests,7,10,25,0,99
org.springframework.aop.framework.autoproxy.DefaultAdvisorAutoProxyCreator,4,9,3,7,29
org.springframework.beans.factory.BeanCreationNotAllowedException,1,1,0,0,5
org.springframework.jms.support.destination.JmsDestinationAccessor,9,8,6,11,33
org.springframework.messaging.rsocket.annotation.support.RSocketRequesterMethodArgumentResolver,7,4,11,1,23
org.springframework.messaging.simp.broker.AbstractBrokerMessageHandler,16,44,27,251,165
org.springframework.core.io.buffer.PooledDataBufferTests,1,0,0,0,41
org.springframework.beans.factory.aspectj.XmlBeanConfigurerTests,3,1,3,0,8
org.springframework.aot.test.generator.file.ResourceFile,5,4,2,6,14
org.springframework.cache.annotation.EnableCachingIntegrationTests,11,7,13,6,51
org.springframework.web.servlet.tags.form.OptionsTag,11,21,19,46,88
org.springframework.web.socket.sockjs.client.ClientSockJsSessionTests,15,17,34,0,155
org.springframework.beans.factory.config.MyDeprecatedBean,0,0,0,0,2
org.springframework.aop.aspectj.RuntimeTestWalker,12,10,8,0,156
org.springframework.beans.factory.xml.AbstractBeanDefinitionParser,11,20,24,36,65
org.springframework.web.method.annotation.ExpressionValueMethodArgumentResolver,8,6,4,10,24
org.springframework.core.env.PropertySourceTests,4,2,13,1,73
org.springframework.test.context.transaction.manager.LookUpTxMgrByTypeAndQualifierAtMethodLevelTests,6,2,2,0,32
org.springframework.beans.factory.xml.XmlListableBeanFactoryTests,18,33,38,77,157
org.springframework.web.socket.config.WebSocketNamespaceUtils,14,23,30,6,130
org.springframework.beans.factory.generator.BeanParameterGenerator,13,35,41,34,115
org.springframework.beans.PropertyAccessorUtilsTests,2,7,12,21,47
org.springframework.core.env.SimpleCommandLinePropertySource,4,6,6,15,20
org.springframework.jdbc.core.simple.AbstractJdbcInsert,17,67,77,562,295
org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMapMethodArgumentResolver,11,13,23,3,43
org.springframework.web.socket.client.WebSocketConnectionManager,12,20,19,22,69
org.springframework.http.converter.ObjectToStringHttpMessageConverter,9,12,9,0,46
org.springframework.test.web.reactive.server.HttpHandlerConnectorTests,11,4,36,6,68
org.springframework.test.context.transaction.manager.LookUpTxMgrByTypeTests,6,2,2,0,20
org.springframework.http.client.support.HttpAccessor,7,8,14,7,33
org.springframework.web.servlet.tags.form.AbstractMultiCheckedElementTag,9,38,46,83,139
org.springframework.mock.web.MockFilterConfig,4,10,5,18,35
org.springframework.util.InstanceFilterTests,4,7,8,21,32
org.springframework.expression.spel.ast.BeanReference,6,7,10,0,33
org.springframework.core.task.MockRunnable,0,2,0,0,9
org.springframework.http.converter.json.AbstractJsonHttpMessageConverter,10,18,16,58,54
org.springframework.beans.factory.xml.GeneratedNameBean,2,4,0,2,16
org.springframework.http.codec.xml.jaxb.XmlType,1,0,0,0,2
org.springframework.jndi.JndiObjectFactoryBean,13,35,20,55,161
org.springframework.aop.framework.adapter.AdvisorAdapterRegistrationManager,4,4,2,1,15
org.springframework.beans.factory.wiring.ClassNameBeanWiringInfoResolver,2,1,3,0,6
org.springframework.web.reactive.result.view.freemarker.FreeMarkerView,24,30,42,95,109
org.springframework.web.reactive.result.method.InvocableHandlerMethod,20,41,56,52,125
org.springframework.web.reactive.socket.adapter.JettyWebSocketHandlerAdapter,20,19,23,0,68
org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter,9,9,3,34,24
org.springframework.web.servlet.tags.form.TextareaTagTests,8,8,21,0,84
org.springframework.beans.factory.generator.BeanRegistrationBeanFactoryContribution,23,40,64,171,302
org.springframework.web.reactive.socket.client.ReactorNettyWebSocketClient,18,19,37,71,86
org.springframework.test.context.junit4.SpringJUnit4ClassRunner,24,40,60,249,159
org.springframework.aop.framework.ClassWithComplexConstructor,4,4,4,0,15
org.springframework.beans.CachedIntrospectionResults,8,67,61,76,189
org.springframework.core.io.support.ResourcePropertiesPersister,2,6,3,0,22
org.springframework.transaction.MockCallbackPreferringTransactionManager,7,6,1,0,24
org.springframework.web.server.session.HeaderWebSessionIdResolver,4,5,10,8,22
org.springframework.context.index.processor.CandidateComponentsMetadata,1,4,2,0,15
org.springframework.web.servlet.handler.RequestMatchResult,4,4,5,0,29
org.springframework.web.servlet.view.groovy.GroovyMarkupViewTests,17,13,30,66,105
org.springframework.messaging.simp.stomp.StompDecoder,15,64,53,62,228
example.profilescan.ProfileMetaAnnotatedComponent,1,0,0,0,3
org.springframework.web.socket.server.standard.ServerEndpointExporter,10,24,16,23,75
org.springframework.context.event.GenericApplicationListenerAdapter,9,17,18,0,52
org.springframework.web.socket.config.CustomReturnValueHandler,3,2,0,1,7
org.springframework.expression.spel.SetValueTests,10,31,21,270,149
org.springframework.test.web.reactive.server.DefaultRouterFunctionSpec,7,3,8,0,15
org.springframework.beans.factory.config.AutowiredPropertyMarker,2,6,1,10,17
org.springframework.web.servlet.mvc.method.annotation.StreamingResponseBodyReturnValueHandler,12,9,20,1,52
org.springframework.beans.PropertyAccessException,2,8,2,0,21
org.springframework.scheduling.annotation.AsyncAnnotationAdvisor,12,14,10,24,58
org.springframework.core.io.buffer.LimitedDataBufferListTests,6,4,10,6,20
org.springframework.web.accept.PathExtensionContentNegotiationStrategyTests,7,6,12,0,41
org.springframework.util.ResourceUtils,5,36,30,85,154
org.springframework.context.expression.EnvironmentAccessor,5,5,2,10,17
org.springframework.scheduling.support.ScheduledMethodRunnable,0,8,9,0,33
org.springframework.context.support.EmbeddedValueResolutionSupport,3,3,1,0,9
org.springframework.beans.testfixture.beans.DummyBean,1,9,0,2,38
org.springframework.test.context.transaction.manager.PrimaryTransactionManagerTests,12,5,9,4,35
org.springframework.core.annotation.MergedAnnotationsComposedOnSingleAnnotatedElementTests,18,26,22,276,131
org.springframework.web.filter.ServletRequestPathFilter,6,1,4,0,12
org.springframework.jdbc.core.PreparedStatementCreatorFactory,8,19,4,65,139
org.springframework.test.context.configuration.interfaces.SqlConfigInterfaceTests,9,4,6,4,15
org.springframework.aop.framework.adapter.UnknownAdviceTypeException,0,2,0,1,8
org.springframework.core.io.ClassRelativeResourceLoader,5,2,3,0,25
org.springframework.test.context.support.DirtiesContextTestExecutionListener,2,3,2,3,11
org.springframework.web.servlet.mvc.ControllerTests,15,10,34,21,118
org.springframework.r2dbc.core.NamedParameterUtils,13,56,41,21,366
org.springframework.scripting.config.ScriptingDefaultsParser,6,3,7,0,16
example.scannable_implicitbasepackage.ScannedComponent,1,0,0,0,2
org.springframework.test.context.junit4.nested.NestedTestsWithSpringRulesTests,7,1,2,0,23
org.springframework.test.web.client.response.MockRestResponseCreators,7,14,4,55,41
org.springframework.web.reactive.socket.adapter.UndertowWebSocketHandlerAdapter,15,10,17,0,43
org.springframework.messaging.handler.annotation.reactive.HeaderMethodArgumentResolver,13,16,18,21,46
org.springframework.http.ContentDisposition,6,103,52,101,378
org.springframework.http.server.reactive.DefaultSslInfo,4,14,14,5,54
org.springframework.web.reactive.result.view.script.RenderingContext,1,5,0,2,24
org.springframework.expression.ParseException,2,3,0,3,11
org.springframework.test.context.junit4.EmbeddedPersonDatabaseTestsConfig,6,2,4,1,8
org.springframework.messaging.simp.broker.SimpleBrokerMessageHandlerTests,18,20,60,0,204
org.springframework.cache.jcache.interceptor.DefaultCacheKeyInvocationContext,7,4,3,0,20
org.springframework.format.number.AbstractNumberFormatter,2,7,6,4,24
org.springframework.web.reactive.result.condition.PatternsRequestConditionTests,7,15,24,99,109
org.springframework.web.cors.reactive.CorsUtilsTests,7,15,19,45,73
org.springframework.expression.ExpressionException,2,13,7,0,64
org.apache.commons.logging.impl.SimpleLog,2,1,2,0,6
org.springframework.aot.hint.FieldHint,2,3,0,0,34
org.springframework.test.context.hierarchies.standard.TestHierarchyLevelOneWithBareContextConfigurationInSubclassTests,7,1,6,0,19
org.springframework.mail.javamail.InternetAddressEditorTests,2,7,8,0,32
org.springframework.core.metrics.jfr.FlightRecorderStartupEvent,4,2,0,1,14
org.springframework.web.servlet.mvc.method.annotation.HttpHeadersReturnValueHandler,8,3,9,1,17
org.springframework.orm.jpa.ApplicationManagedEntityManagerIntegrationTests,7,10,34,45,79
org.springframework.cache.interceptor.SimpleKeyGenerator,3,6,3,1,17
org.springframework.web.servlet.tags.form.AbstractHtmlElementTagTests,13,14,23,65,63
org.springframework.jdbc.core.StatementCreatorUtils,9,84,64,53,266
org.springframework.web.util.ContentCachingRequestWrapperTests,4,5,20,0,58
org.springframework.http.server.reactive.ServerHttpRequestDecorator,17,18,19,118,60
org.springframework.web.testfixture.servlet.MockSessionCookieConfig,2,14,0,77,51
org.springframework.jdbc.support.incrementer.Db2MainframeMaxValueIncrementer,2,3,1,3,10
org.springframework.aop.aspectj.autoproxy.benchmark.TraceAspect,3,2,0,1,10
org.springframework.asm.ConstantDynamic,2,15,9,0,50
org.springframework.aop.config.AopNamespaceHandlerAdviceTypeTests,4,2,8,1,8
org.springframework.aop.interceptor.AsyncExecutionInterceptor,13,12,14,15,44
org.springframework.expression.spel.testresources.Inventor,4,35,14,437,177
org.springframework.context.testfixture.index.CandidateComponentsTestClassLoader,3,8,10,0,37
org.springframework.beans.propertyeditors.PropertiesEditorTests,2,17,16,45,95
org.springframework.transaction.reactive.ReactiveResourceSynchronization,6,21,13,28,84
org.springframework.format.datetime.standard.DateTimeConverters,23,4,8,3,135
org.springframework.test.context.web.WebTestContextBootstrapper,8,5,5,3,22
org.springframework.jms.connection.JmsTransactionManagerTests,17,10,28,45,232
org.springframework.util.ConcurrentReferenceHashMapTests,11,53,66,0,476
org.springframework.web.servlet.tags.RequestContextAwareTag,8,9,9,4,34
org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests,10,8,12,26,35
org.springframework.util.xml.StaxStreamHandlerTests,3,1,2,0,7
org.springframework.web.reactive.result.condition.ConsumesRequestCondition,10,41,26,42,129
org.springframework.test.web.client.SimpleRequestExpectationManager,6,7,11,0,25
org.springframework.messaging.support.ExecutorSubscribableChannel,8,11,10,20,110
org.springframework.http.codec.EncoderHttpMessageWriterTests,16,14,41,0,105
org.springframework.http.ResponseEntityTests,4,22,57,231,175
org.springframework.test.context.jdbc.InfrastructureProxyTransactionalSqlScriptsTests,11,3,7,3,47
org.springframework.http.converter.json.GsonBuilderUtils,5,1,1,0,15
org.springframework.test.context.support.ActiveProfilesUtilsTests,36,28,8,378,161
org.springframework.web.reactive.result.method.annotation.RequestMappingMessageConversionIntegrationTests,15,40,19,24,412
org.springframework.format.support.FormattingConversionService,19,16,17,43,215
org.springframework.context.annotation.configuration.spr9031.Spr9031Tests,4,2,5,1,20
org.springframework.util.ReflectionUtils,9,137,85,731,381
org.springframework.http.converter.json.SpringHandlerInstantiatorTests,16,6,16,0,127
org.springframework.http.ResponseEntity,12,30,23,0,210
org.springframework.test.web.reactive.server.CookieAssertionTests,8,11,26,0,58
